msd_id,midi_path
TRUUXKY128F92FE669,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\U\X\TRUUXKY128F92FE669\8d8dde21befd2bdf8babcae5f49284ab.mid
TRBYFEU128F4220069,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\Y\F\TRBYFEU128F4220069\0a59de4078e1d38fa090550b6ef61ae8.mid
TRLBKGS12903CED8CE,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\L\B\K\TRLBKGS12903CED8CE\d98cfecd9d43e274bf380d3f5bbc49ba.mid
TRAHPMK128F428EE53,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\H\P\TRAHPMK128F428EE53\6162b7f141fc3ce2325345cb057dee29.mid
TRITTRR128F4273A4D,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\T\T\TRITTRR128F4273A4D\17bb81f1058a947fe5f9ab433e91a2c3.mid
TRFZNST128F4243635,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\F\Z\N\TRFZNST128F4243635\e547f4a77ba1570bdd3c915078d4efa3.mid
TRAKUMK128F933AA30,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\K\U\TRAKUMK128F933AA30\d0d7da72edd3577fdfafb6378b5d9086.mid
TREMTRX128F145BFEA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\M\T\TREMTRX128F145BFEA\de7868d003349cc37e555e38a25e3818.mid
TREPTBO128F4254E83,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\P\T\TREPTBO128F4254E83\a20eaa0c910a3e4484121c77c5ff4401.mid
TRNRUVQ128F147CD09,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\N\R\U\TRNRUVQ128F147CD09\a7c2352f2d21744ee75a2c740abb1a4b.mid
TRXVXAU128F9335155,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\X\V\X\TRXVXAU128F9335155\ac9c361e399bf40e0d194e2d1e1c1c22.mid
TRSUDRY128F4233DDF,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\U\D\TRSUDRY128F4233DDF\aee6900d7a17c663040a131dcfb74554.mid
TRQPVCL128F92E9507,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Q\P\V\TRQPVCL128F92E9507\950c75286e49cad75d8c6a5d74a5bdef.mid
TRMBQQH128E07873D8,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\B\Q\TRMBQQH128E07873D8\44b649bc93f34c626b454f707e593036.mid
TRAWTGT128F146ECF1,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\W\T\TRAWTGT128F146ECF1\58d69fb0d88b0e355ded4dfaf4d09f2d.mid
TRKEWIP128F427FF6F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\K\E\W\TRKEWIP128F427FF6F\c61fe108352347ff60ddcc9ecdf4316d.mid
TRMGOJV128F92EFECC,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\M\G\O\TRMGOJV128F92EFECC\74c18b5d748c9d4ceb8983d99311b2ca.mid
TRUZTNY12903CD36C1,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\Z\T\TRUZTNY12903CD36C1\7a29a53990f69b6018a05ae1b7119b6e.mid
TRZVSIO128F428E536,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\V\S\TRZVSIO128F428E536\97068df8b00ddb8f37829d9e2d548d7e.mid
TRWYWVR128F92E1839,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\Y\W\TRWYWVR128F92E1839\4cbdbf63a53b92b0e6059268b4475ad1.mid
TRQSXPU128F4291825,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Q\S\X\TRQSXPU128F4291825\519bb3e64f70cfc3eb6643bca02e0dc3.mid
TRJZRDJ128F42A720E,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\Z\R\TRJZRDJ128F42A720E\500199c3b5d56b8adefde2194db97895.mid
TRSWREM128EF344629,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\W\R\TRSWREM128EF344629\86d84a0ccceceb703dce0e3b04953e44.mid
TRTMDNA128F4259AD8,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\M\D\TRTMDNA128F4259AD8\5da3e27d7ecd30ea5688fd0128eaf85a.mid
TRJFSHN128F147FD4C,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\F\S\TRJFSHN128F147FD4C\2f7f2d44ab75554e1d6ea593b952f101.mid
TRWCXHV128F4226A6F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\C\X\TRWCXHV128F4226A6F\5f5bd2f27a5b27fa6127bf343edc95cc.mid
TRBGHEP128F14AD194,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\G\H\TRBGHEP128F14AD194\526750c2fe52fa1c6a2c13f2dc8e677c.mid
TRHEXYE128F427BD29,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\H\E\X\TRHEXYE128F427BD29\3bfa242844b2a473e63d7e7c507e5e80.mid
TRAVABI12903CC2B08,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\V\A\TRAVABI12903CC2B08\5dc939098e4676521773447475210189.mid
TRSDFAR128F92C476A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\D\F\TRSDFAR128F92C476A\a1ee7b95f5380f8d473c7a62538f008e.mid
TRAQOLU128F92DE01E,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\Q\O\TRAQOLU128F92DE01E\f331d2ecad01310f4fd15b089e5b1d2d.mid
TRLMXTS128F9315A7F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\L\M\X\TRLMXTS128F9315A7F\947aecbf5e48d5ee7282abe1b815bb86.mid
TRVGXHA12903CD0277,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\V\G\X\TRVGXHA12903CD0277\c75b72ca6e35761827ab0f2ae7f0b644.mid
TRPJCIK128F92F45F5,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\P\J\C\TRPJCIK128F92F45F5\e731bc42d45dfc4fde038773e6c649f5.mid
TRSENMO128F14866BE,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\E\N\TRSENMO128F14866BE\01eac305306ceb7288e8096fa331678e.mid
TRZROAN128F93389D5,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\Z\R\O\TRZROAN128F93389D5\ee43bc897a0d7d9fd2be38ae7b724e2e.mid
TRKBCXQ128F9302C88,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\K\B\C\TRKBCXQ128F9302C88\f9e9c8c3b2eb5893381f53a483bfe692.mid
TRLOPRA128F4273980,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\L\O\P\TRLOPRA128F4273980\a98dc5696f85994de2104b3d15ab5947.mid
TRIJMKX128F4264C49,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\I\J\M\TRIJMKX128F4264C49\4a159b657999b9e645550040504577c0.mid
TRHEKXF128F42B858C,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\H\E\K\TRHEKXF128F42B858C\9fecf8b208f0630385dafe0e14ab824d.mid
TRGJAMR128F9302898,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\G\J\A\TRGJAMR128F9302898\c78829f25f3e3a515e853d15664fac9a.mid
TRKZAJZ12903D04342,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\K\Z\A\TRKZAJZ12903D04342\72c2fed05482619a7af9c0d1aa6a24a4.mid
TRTSOOJ128F930292A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\S\O\TRTSOOJ128F930292A\a05dbcd894904ea5e18f5bd00a5c2f1a.mid
TRDCLEJ128F423C07B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\D\C\L\TRDCLEJ128F423C07B\669fe3528c57c958479c67f20158488f.mid
TRPVGQI128F426AD1F,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\P\V\G\TRPVGQI128F426AD1F\45bb81477afad134b8caa88d7729cfed.mid
TRWRRFA12903CD58BD,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\R\R\TRWRRFA12903CD58BD\d94eac3c5db54c44023528970073df28.mid
TRONCPZ128F14A495E,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\O\N\C\TRONCPZ128F14A495E\3f66c7d4e234b346b7b81eefa22e9500.mid
TRCCWFZ128F1467F1A,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\C\W\TRCCWFZ128F1467F1A\a701616e7103007c3711da126659149e.mid
TRTGFZG128EF3561A9,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\T\G\F\TRTGFZG128EF3561A9\1f059c1997d1afdaae0102d9913df8aa.mid
TRJPCJI12903CC9C06,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\P\C\TRJPCJI12903CC9C06\f1072cae2b2fbc23fad9cfae35097c96.mid
TRJLPRH128F427265B,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\J\L\P\TRJLPRH128F427265B\551e97046c3ad74d0b6adeab529d2c3c.mid
TRSATLB12903CB02FF,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\S\A\T\TRSATLB12903CB02FF\67fd52b7103ed38db539b1e80d443825.mid
TRERKQE128F93053CA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\E\R\K\TRERKQE128F93053CA\3ff3228d9b0a4592efbdea0ca1025cec.mid
TRXUTEJ128F92D3596,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\X\U\T\TRXUTEJ128F92D3596\b9a244bf3ba17a123ca763ae44887fbe.mid
TRCSFUB128F428E884,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\C\S\F\TRCSFUB128F428E884\dadedb9b552279164253b956315ffd89.mid
TRULPHC128F92FF732,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\U\L\P\TRULPHC128F92FF732\8d5c1496a2d48c7de785c40e685a5819.mid
TRWQYAX128F934213E,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\W\Q\Y\TRWQYAX128F934213E\abe9e8841ba11d4898f8056fd7b300a0.mid
TRAUJUX12903D03BBA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\A\U\J\TRAUJUX12903D03BBA\69828c23cc732d7b0d5b3539e5876841.mid
TRBAFNH128F428CB96,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\B\A\F\TRBAFNH128F428CB96\f97e97d95f9498e8d88e28e167ea507a.mid
TRPGQLI128F4292BFA,D:\Users\Claire\Data\datasets\lakh_midi_dataset\lmd_matched\P\G\Q\TRPGQLI128F4292BFA\39acabe5ad1011a7fc998cb371a772fc.mid
